,Measurement Datetime,Temperature (C),Real Days,Relative Humidity (%)
0,2024-11-04 15:25:00,24.12,0.0,34.0
1,2024-11-05 11:32:00,52.32000000000001,0.8381944444444445,15.0
2,2024-11-05 18:01:00,56.64,1.1083333333333334,12.0
3,2024-11-06 11:03:00,64.0,1.8180555555555555,9.0
4,2024-11-06 17:57:00,60.0,2.105555555555556,8.8
5,2024-11-12 09:26:00,58.67999999999999,7.750694444444445,11.0
6,2024-11-15 11:06:00,60.32000000000001,10.82013888888889,9.0
7,2024-11-18 11:18:00,61.0,13.828472222222222,9.0
8,2024-11-20 16:58:00,59.67999999999999,16.064583333333335,11.0
9,2024-11-21 09:30:00,60.0,16.75347222222222,12.0
10,2024-11-25 09:57:00,61.0,20.772222222222226,11.0
11,2024-11-26 12:24:00,61.32000000000001,21.874305555555555,11.0
12,2024-12-02 10:25:00,58.65714285714286,27.791666666666668,9.0
13,2024-12-19 14:39:52,61.13714285714286,44.96865740740741,10.07
14,2024-12-19 14:54:52,60.84,44.97907407407408,10.56
15,2024-12-19 15:09:52,61.71666666666667,44.98949074074074,10.49
16,2024-12-19 15:24:52,61.97,44.99990740740741,10.46
17,2024-12-19 15:39:52,62.1,45.01032407407408,10.33
18,2024-12-19 15:54:52,61.9,45.02074074074074,10.28
19,2024-12-19 16:09:52,61.99,45.03115740740741,10.28
20,2024-12-19 16:24:52,61.97,45.04157407407408,10.29
21,2024-12-19 16:39:52,61.81666666666666,45.05199074074074,10.19
22,2024-12-19 16:54:52,62.03,45.06240740740741,10.26
23,2024-12-19 17:09:52,62.05666666666667,45.07282407407408,10.25
24,2024-12-19 17:24:52,61.97666666666667,45.08324074074074,10.21
25,2024-12-19 17:39:52,62.57666666666666,45.09365740740741,10.26
26,2024-12-19 17:54:52,62.49333333333334,45.10407407407408,10.27
27,2024-12-19 18:09:52,62.406666666666666,45.11449074074074,10.24
28,2024-12-19 18:24:52,62.45333333333334,45.12490740740741,10.23
29,2024-12-19 18:39:52,62.52,45.13532407407408,10.16
30,2024-12-19 18:54:52,62.56666666666666,45.14574074074074,10.12
31,2024-12-19 19:09:52,62.47,45.15615740740741,10.13
32,2024-12-19 19:24:52,62.51,45.16657407407408,10.1
33,2024-12-19 19:39:52,62.41,45.17699074074074,10.14
34,2024-12-19 19:54:52,62.53,45.18740740740741,10.06
35,2024-12-19 20:09:52,62.66333333333333,45.19782407407408,10.03
36,2024-12-19 20:24:52,62.57,45.20824074074074,10.01
37,2024-12-19 20:39:52,62.626666666666665,45.21865740740741,10.0
38,2024-12-19 20:54:52,62.64000000000001,45.22907407407408,9.93
39,2024-12-19 21:09:52,62.64333333333334,45.23949074074074,9.94
40,2024-12-19 21:24:52,62.60333333333333,45.24990740740741,9.95
41,2024-12-19 21:39:52,62.49333333333334,45.26032407407408,9.99
42,2024-12-19 21:54:52,62.48,45.27074074074074,9.99
43,2024-12-19 22:09:52,62.586666666666666,45.28115740740741,10.05
44,2024-12-19 22:24:52,62.57,45.29157407407408,10.0
45,2024-12-19 22:39:52,62.57333333333333,45.30199074074074,9.97
46,2024-12-19 22:54:52,62.61333333333334,45.31240740740741,9.94
47,2024-12-19 23:09:52,62.586666666666666,45.32282407407408,9.92
48,2024-12-19 23:24:52,62.54999999999999,45.33324074074074,9.9
49,2024-12-19 23:39:52,62.56,45.34365740740741,9.88
50,2024-12-19 23:54:52,62.51,45.35407407407408,9.86
51,2024-12-20 00:09:52,62.53666666666667,45.36449074074074,9.83
52,2024-12-20 00:24:52,62.59666666666666,45.37490740740741,9.8
53,2024-12-20 00:39:52,62.63333333333333,45.38532407407408,9.77
54,2024-12-20 00:54:52,62.57,45.39574074074074,9.77
55,2024-12-20 01:09:52,62.63666666666666,45.40615740740741,9.76
56,2024-12-20 01:24:52,62.61000000000001,45.41657407407408,9.75
57,2024-12-20 01:39:52,62.583333333333336,45.42699074074074,9.74
58,2024-12-20 01:54:52,62.60666666666666,45.43740740740741,9.75
59,2024-12-20 02:09:52,62.56666666666666,45.44782407407408,9.75
60,2024-12-20 02:24:52,62.56,45.45824074074074,9.75
61,2024-12-20 02:39:52,62.56666666666666,45.46865740740741,9.72
62,2024-12-20 02:54:52,62.626666666666665,45.47907407407408,9.72
63,2024-12-20 03:09:52,62.56666666666666,45.48949074074074,9.7
64,2024-12-20 03:24:52,62.53666666666667,45.49990740740741,9.72
65,2024-12-20 03:39:52,62.59666666666666,45.51032407407408,9.72
66,2024-12-20 03:54:52,62.64000000000001,45.52074074074074,9.72
67,2024-12-20 04:09:52,62.6,45.53115740740741,9.72
68,2024-12-20 04:24:52,62.53666666666667,45.54157407407408,9.74
69,2024-12-20 04:39:52,62.68,45.55199074074074,9.73
70,2024-12-20 04:54:52,62.52,45.56240740740741,9.75
71,2024-12-20 05:09:52,62.56666666666666,45.57282407407408,9.76
72,2024-12-20 05:24:52,62.44,45.58324074074074,9.84
73,2024-12-20 05:39:52,62.56666666666666,45.59365740740741,9.81
74,2024-12-20 05:54:52,62.61000000000001,45.60407407407408,9.81
75,2024-12-20 06:09:52,62.63,45.61449074074074,9.88
76,2024-12-20 06:24:52,62.66666666666666,45.62490740740741,9.84
77,2024-12-20 06:39:52,62.623333333333335,45.63532407407408,9.84
78,2024-12-20 06:54:52,62.61333333333334,45.64574074074074,9.83
79,2024-12-20 07:09:52,62.61000000000001,45.65615740740741,9.83
80,2024-12-20 07:24:52,62.57333333333333,45.66657407407408,9.81
81,2024-12-20 07:39:52,62.623333333333335,45.67699074074074,9.81
82,2024-12-20 07:54:52,62.66333333333333,45.68740740740741,9.81
83,2024-12-20 08:09:52,62.656666666666666,45.69782407407408,9.8
84,2024-12-20 08:24:52,62.63666666666666,45.70824074074074,9.81
85,2024-12-20 08:39:52,62.73666666666667,45.71865740740741,9.81
86,2024-12-20 08:54:52,62.5,45.72907407407408,9.91
87,2024-12-20 09:09:52,62.57666666666666,45.73949074074074,9.84
88,2024-12-20 09:24:52,62.64333333333334,45.74990740740741,9.87
89,2024-12-20 09:39:52,62.49,45.76032407407408,9.94
90,2024-12-20 09:54:52,62.41666666666666,45.77074074074074,9.83
91,2024-12-20 10:09:52,62.24666666666667,45.78115740740741,9.86
92,2024-12-20 10:24:52,62.29,45.79157407407408,9.96
93,2024-12-20 10:39:52,62.333333333333336,45.80199074074074,9.92
94,2024-12-20 10:54:52,62.48666666666667,45.81240740740741,9.92
95,2024-12-20 11:09:52,62.57,45.82282407407408,9.93
96,2024-12-20 11:24:52,62.61333333333334,45.83324074074074,9.96
97,2024-12-20 11:39:52,62.41666666666666,45.84365740740741,9.97
98,2024-12-20 11:54:52,62.43333333333334,45.85407407407408,10.05
99,2024-12-20 12:09:52,62.29333333333333,45.86449074074074,9.95
