,Measurement Datetime,Real Days,Temperature (C),Relative Humidity (%)
0,2024-11-04 15:25:00,0.0,24.12,38.0
1,2024-11-05 11:32:00,0.8381944444444445,52.32000000000001,30.0
2,2024-11-05 18:01:00,1.1083333333333334,56.64,30.0
3,2024-11-06 11:03:00,1.8180555555555555,64.0,28.0
4,2024-11-06 17:57:00,2.105555555555556,60.0,30.0
5,2024-11-12 09:26:00,7.750694444444445,58.67999999999999,27.0
6,2024-11-15 11:06:00,10.82013888888889,60.32000000000001,29.0
7,2024-11-18 11:18:00,13.828472222222222,61.0,31.0
8,2024-11-20 16:58:00,16.064583333333335,59.67999999999999,41.0
9,2024-11-21 09:30:00,16.75347222222222,60.0,40.0
10,2024-11-25 09:57:00,20.772222222222226,61.0,34.0
11,2024-11-26 12:24:00,21.874305555555555,61.32000000000001,37.0
12,2024-12-02 10:25:00,27.791666666666668,58.65714285714286,34.0
13,2024-12-09 16:42:00,35.05347222222222,58.65714285714286,42.0
14,2024-12-11 16:09:00,37.03055555555556,61.13714285714286,36.0
15,2024-12-19 14:30:00,44.96180555555555,61.13714285714286,40.0
16,2024-12-23 16:47:34,49.05733796296297,65.05492,39.72918972508292
17,2024-12-23 17:21:50,49.08113425925925,65.22978,41.20819174008625
18,2024-12-23 17:37:21,49.09190972222223,65.10051999999999,40.99766914610519
19,2024-12-24 05:50:51,49.60128472222223,65.46599333333333,39.43110594947255
20,2024-12-24 18:04:22,50.110671296296296,65.7294,38.62823896469597
21,2024-12-25 06:17:53,50.62005787037037,66.38891333333333,37.67664213100564
22,2024-12-25 18:31:23,51.12943287037037,65.5012,36.63769245540514
23,2024-12-26 06:44:54,51.63881944444444,66.44084666666666,35.321656283320905
24,2024-12-26 18:58:25,52.14820601851852,66.10869333333333,41.40685139973668
25,2024-12-27 07:11:56,52.6575925925926,65.57537333333333,35.94658647652488
26,2024-12-27 19:25:27,53.16697916666666,66.0567,37.47486722926542
27,2024-12-28 07:38:57,53.67635416666666,66.54608666666667,34.843379335237664
28,2024-12-28 19:52:28,54.185740740740734,65.9531,36.67421350860369
29,2024-12-29 08:05:59,54.69512731481482,66.62463333333334,35.04073570847369
30,2024-12-29 20:19:30,55.20451388888889,66.7242,34.69605164080122
31,2024-12-30 08:33:00,55.713888888888896,66.40018,35.45714133035817
32,2024-12-30 11:11:32,55.82398148148149,65.26816,34.359482915398125
33,2024-12-30 23:25:03,56.33336805555555,65.68961333333333,33.7553683856647
34,2024-12-31 11:38:32,56.842731481481486,65.13047333333334,34.79932795370254
35,2024-12-31 18:08:55,57.11383101851852,64.90331333333333,33.63524466944508
36,2025-01-01 06:22:25,57.62320601851852,64.57145333333332,32.0162231912486
37,2025-01-01 18:35:56,58.132592592592594,64.57094,32.6978938254821
38,2025-01-02 06:49:25,58.64195601851852,64.24527333333333,32.20874385709497
39,2025-01-02 19:02:56,59.15134259259259,64.77978666666667,35.660644375420055
40,2025-01-03 07:16:27,59.66072916666666,64.89969333333333,34.63997216984551
41,2025-01-03 19:29:57,60.17010416666667,64.48579333333333,35.10022610455952
42,2025-01-04 07:43:28,60.67949074074073,64.80365333333333,31.31820885596695
43,2025-01-04 19:56:58,61.18886574074074,64.61356666666667,32.11393431837186
44,2025-01-05 08:10:29,61.698252314814816,64.57588666666666,32.04105157871381
45,2025-01-05 20:24:00,62.20763888888889,64.49564000000001,37.03356692328549
46,2025-01-06 09:24:32,62.749675925925935,63.93941333333332,45.97960849971861
47,2025-01-06 21:37:43,63.258831018518514,65.39698666666666,38.71277540680318
48,2025-01-07 09:50:57,63.76802083333333,65.46030666666667,37.84654137881025
49,2025-01-07 22:04:08,64.27717592592593,65.31122666666667,38.36019608067466
50,2025-01-08 10:17:20,64.78634259259259,65.62202,37.33270528316596
51,2025-01-08 22:30:31,65.29549768518518,65.88752,36.75655748542812
52,2025-01-09 10:43:44,65.80467592592593,65.43475333333333,35.600776540846915
53,2025-01-09 22:56:56,66.3138425925926,65.92652666666666,36.400677963653386
54,2025-01-10 10:55:35,66.81290509259259,65.49447333333333,33.95982214632321
55,2025-01-10 11:21:13,66.83070601851851,65.73112666666667,34.207822590142136
56,2025-01-10 23:34:24,67.3398611111111,65.03333333333333,30.24731203714316
57,2025-01-11 11:47:37,67.84903935185186,65.37666666666667,31.83775339881496
58,2025-01-12 00:00:49,68.35820601851852,65.25333333333333,33.95064418477821
59,2025-01-12 12:14:00,68.86736111111111,65.20666666666666,32.14296599993951
60,2025-01-13 00:27:12,69.37652777777778,65.62,33.17085980591453
61,2025-01-13 12:40:25,69.88570601851852,65.56666666666666,33.95365914076814
62,2025-01-14 00:53:37,70.39487268518518,65.53666666666666,34.50719070527867
63,2025-01-15 10:18:32,71.78717592592592,64.49089999999998,38.742424336284046
64,2025-01-17 10:34:35,73.79832175925925,65.38893636363636,38.03305274060688
65,2025-01-17 16:11:37,74.0323726851852,65.38893636363636,34.95524987497286
66,2025-01-18 04:17:04,74.5361574074074,65.38893636363636,34.40937812608602
67,2025-01-18 16:22:31,75.03994212962962,65.38893636363636,34.1764461709916
68,2025-01-19 04:27:58,75.54372685185184,66.46413333333334,33.31742229152522
69,2025-01-19 16:33:25,76.04751157407408,66.46413333333334,32.242242650669645
70,2025-01-20 04:38:52,76.5512962962963,66.46413333333334,38.063522151096045
71,2025-01-20 16:44:19,77.05508101851852,66.46413333333334,30.165629133347725
72,2025-01-21 04:49:46,77.55886574074074,66.46413333333334,34.01352977674487
